dt,datetime,aqi,co,no,no2,o3,so2,pm2_5,pm10,nh3
1705420800,2024-01-16 16:00:00,4,1108.17,0.01,48.67,37.19,28.13,72.07,98.26,9.25
1705424400,2024-01-16 17:00:00,4,1108.17,0.02,48.67,32.19,25.03,69.77,92.74,9.12
1705428000,2024-01-16 18:00:00,4,1068.12,0.03,46.61,30.4,23.13,67.97,88.77,9.63
1705431600,2024-01-16 19:00:00,4,1041.41,0.03,45.93,28.61,22.89,68.71,86,9.63
1705435200,2024-01-16 20:00:00,4,1014.71,0.04,44.55,27.18,22.89,67.36,80.74,8.99
1705438800,2024-01-16 21:00:00,4,974.66,0.05,44.55,26.11,23.6,63.58,74.44,8.36
1705442400,2024-01-16 22:00:00,4,961.3,0.11,46.61,21.99,25.27,60.28,70.1,8.23
1705446000,2024-01-16 23:00:00,4,1068.12,0.66,52.78,11.98,27.66,62.35,72.29,8.99
1705449600,2024-01-17 00:00:00,4,1428.6,7.71,59.63,1.5,33.38,74.36,86.46,11.02
1705453200,2024-01-17 01:00:00,5,1842.5,22.35,58.95,0.09,38.62,83.92,98.44,12.16
1705456800,2024-01-17 02:00:00,5,1869.2,24.36,59.63,0.28,39.58,77.1,92.38,12.03
1705460400,2024-01-17 03:00:00,4,1535.42,15.2,61.69,0.91,39.1,62.95,76.41,11.65
1705464000,2024-01-17 04:00:00,3,881.2,1.22,45.93,28.97,27.66,34.39,41.88,7.03
1705467600,2024-01-17 05:00:00,3,720.98,1.19,35.3,47.92,23.6,26.22,31.82,6.14
1705471200,2024-01-17 06:00:00,3,687.6,1.34,31.19,57.22,21.22,25.4,30.63,6.21
1705474800,2024-01-17 07:00:00,3,687.6,1.77,29.47,68.66,20.98,27.73,32.93,6.08
1705478400,2024-01-17 08:00:00,3,707.63,2.29,31.19,75.1,24.32,32.87,38.28,6.21
1705482000,2024-01-17 09:00:00,3,700.95,2.12,32.22,75.82,24.8,33.45,38.58,6.27
1705485600,2024-01-17 10:00:00,3,727.65,1.02,35.64,70.1,24.32,32.67,38.2,7.09
1705489200,2024-01-17 11:00:00,3,794.41,0.05,40.78,60.08,25.75,34.7,42.14,8.61
1705492800,2024-01-17 12:00:00,3,841.14,0,43.53,51.5,27.18,36.27,46.28,9.75
1705496400,2024-01-17 13:00:00,3,894.55,0.01,47.3,41.84,29.09,39.76,52.68,10.13
1705500000,2024-01-17 14:00:00,3,974.66,0.03,52.09,31.47,31.47,46.79,63.4,9.88
1705503600,2024-01-17 15:00:00,4,1028.06,0.07,54.15,25.75,31.47,53.95,72.91,9.37
1705507200,2024-01-17 16:00:00,4,1094.82,0.16,55.52,20.92,30.52,59.78,79.82,8.99
1705510800,2024-01-17 17:00:00,4,1121.52,0.28,56.21,16.45,28.61,62.61,81.4,8.61
1705514400,2024-01-17 18:00:00,4,1108.17,0.32,54.84,14.66,27.18,65.06,82.59,8.74
1705518000,2024-01-17 19:00:00,4,1121.52,0.42,54.84,12.52,27.18,67.92,84.72,8.99
1705521600,2024-01-17 20:00:00,4,1134.87,0.57,54.15,10.73,26.7,71.18,86.97,9.12
1705525200,2024-01-17 21:00:00,4,1148.22,0.67,53.47,9.75,26.46,74.25,89.66,9.37
1705528800,2024-01-17 22:00:00,5,1161.58,0.8,53.47,9.3,27.18,75.6,90.8,9.5
1705532400,2024-01-17 23:00:00,5,1188.28,1.4,56.21,6.88,29.56,76.44,91.47,9.37
1705536000,2024-01-18 00:00:00,5,1348.5,5.2,61.01,2.01,35.29,81.66,97.5,10.13
1705539600,2024-01-18 01:00:00,5,1495.36,11.06,62.38,1.74,39.1,80.79,96.54,9.63
1705543200,2024-01-18 02:00:00,5,1482.01,17.21,58.26,10.37,41.48,75.63,90.98,9.25
1705546800,2024-01-18 03:00:00,4,1281.74,18.33,50.04,25.03,41.96,64.99,79.3,8.87
1705550400,2024-01-18 04:00:00,3,767.71,6.87,30.85,55.07,24.8,31.8,41.17,5.51
1705554000,2024-01-18 05:00:00,2,614.17,3.07,23.65,65.8,19.31,20.99,28.37,5.13
1705557600,2024-01-18 06:00:00,2,607.49,1.33,22.28,71.53,18.36,21,28.11,5.45
1705561200,2024-01-18 07:00:00,2,580.79,0.54,20.73,76.53,16.93,20.23,26.22,5.32
1705564800,2024-01-18 08:00:00,2,534.06,0.37,19.36,77.96,16.21,18.65,23.71,5.45
1705568400,2024-01-18 09:00:00,2,534.06,0.27,20.56,75.1,16.69,16.97,21.7,5.83
1705572000,2024-01-18 10:00:00,2,607.49,0.39,30.85,60.8,24.32,16.23,21.98,7.85
1705575600,2024-01-18 11:00:00,2,714.3,0.07,42.5,40.77,31.95,17.51,25.72,10.89
1705579200,2024-01-18 12:00:00,2,767.71,0.03,45.93,30.76,32.9,19.5,30.11,12.29
1705582800,2024-01-18 13:00:00,2,807.76,0.06,45.93,27.18,30.99,21.83,34.56,11.4
1705586400,2024-01-18 14:00:00,2,827.79,0.08,45.93,24.68,29.33,24.24,38.47,9.5
1705590000,2024-01-18 15:00:00,3,841.14,0.11,45.24,22.89,28.37,26.41,41.62,7.98
1705593600,2024-01-18 16:00:00,3,821.11,0.11,42.84,22.71,26.23,26.41,41.66,7.35
1705597200,2024-01-18 17:00:00,2,754.36,0.08,39.41,24.32,23.84,23.97,38.01,6.71
1705600800,2024-01-18 18:00:00,2,700.95,0.05,36.33,25.75,22.41,22.71,34.95,6.59
1705604400,2024-01-18 19:00:00,2,660.9,0.05,33.93,26.46,21.7,21.47,32.71,6.52
1705608000,2024-01-18 20:00:00,2,634.19,0.04,31.53,27.54,20.98,19.94,31.06,6.46
1705611600,2024-01-18 21:00:00,2,614.17,0.04,30.5,28.25,20.74,19.08,30.06,6.52
1705615200,2024-01-18 22:00:00,2,620.84,0.04,31.53,28.61,21.93,19.36,30.28,6.65
1705618800,2024-01-18 23:00:00,2,654.22,0.06,34.62,26.11,23.84,20.66,31.91,6.9
1705622400,2024-01-19 00:00:00,2,787.73,0.28,40.78,18.95,26.7,24.37,37.07,7.85
1705626000,2024-01-19 01:00:00,3,974.66,1.49,47.98,10.64,28.61,28.01,40.96,8.36
1705629600,2024-01-19 02:00:00,3,947.95,2.6,45.24,13.05,27.89,26.25,38.24,8.11
1705633200,2024-01-19 03:00:00,2,774.38,2.24,35.64,25.75,23.84,20.04,30.08,7.28
1705636800,2024-01-19 04:00:00,2,567.44,1.76,22.28,46.49,16.69,12.22,19.27,5.57
1705640400,2024-01-19 05:00:00,2,514.03,1.79,18.51,55.07,15.02,10.4,15.93,5.19
1705644000,2024-01-19 06:00:00,2,507.35,1.72,16.62,60.8,13.95,10.21,14.79,5.07
1705647600,2024-01-19 07:00:00,2,500.68,1.72,15.25,66.52,13.47,10.35,14.6,5.13
1705651200,2024-01-19 08:00:00,2,520.71,1.61,16.62,69.38,14.66,11.9,16.29,5.76
1705654800,2024-01-19 09:00:00,2,554.08,1.37,19.71,70.81,17.17,14.66,19.58,6.78
1705658400,2024-01-19 10:00:00,2,640.87,1.1,29.13,62.94,24.32,17.46,23.72,8.61
1705662000,2024-01-19 11:00:00,2,754.36,0.14,40.44,42.92,30.28,18.75,27.04,11.27
1705665600,2024-01-19 12:00:00,2,827.79,0.08,45.24,26.82,31.47,19.97,29.98,13.17
1705669200,2024-01-19 13:00:00,2,881.2,0.26,47.98,18.42,30.52,23.01,34.95,12.92
1705672800,2024-01-19 14:00:00,3,934.6,0.54,50.72,13.05,30.52,27.73,42.05,11.15
1705676400,2024-01-19 15:00:00,3,988.01,0.86,52.09,10.01,30.99,32.68,48.86,9.5
1705680000,2024-01-19 16:00:00,3,1014.71,1.19,52.09,7.96,30.04,36.28,53.23,8.87
1705683600,2024-01-19 17:00:00,3,1001.36,1.42,50.72,6.35,27.89,37.62,53.58,8.49
1705687200,2024-01-19 18:00:00,3,974.66,1.01,47.98,6.62,24.56,38.78,53.54,8.36
1705690800,2024-01-19 19:00:00,3,974.66,1.01,45.93,6.17,22.41,40.21,54.22,8.61
1705694400,2024-01-19 20:00:00,3,974.66,1.33,43.87,4.83,21.7,40.93,54.64,8.99
1705698000,2024-01-19 21:00:00,3,974.66,1.77,42.5,3.67,21.22,40.94,54.69,9.5
1705701600,2024-01-19 22:00:00,3,1001.36,2.99,42.5,2.03,21.46,42.07,56.03,10.39
1705705200,2024-01-19 23:00:00,3,1148.22,7.6,42.84,0.33,23.13,48.2,62.73,11.65
1705708800,2024-01-20 00:00:00,4,1548.77,20.12,42.84,0.01,28.61,63.63,80.37,14.44
1705712400,2024-01-20 01:00:00,5,2109.53,36.66,44.55,0.51,34.33,80.05,99.4,16.09
1705716000,2024-01-20 02:00:00,5,2189.64,40.68,42.84,4.2,34.81,78.85,98.34,15.33
1705719600,2024-01-20 03:00:00,4,1708.98,29.5,38.73,14.31,33.86,61.36,78.31,14.82
1705723200,2024-01-20 04:00:00,2,707.63,6.37,23.65,44.35,20.74,20.79,29.64,6.9
1705726800,2024-01-20 05:00:00,2,580.79,3.24,21.76,50.07,19.55,15.72,22.71,6.33
1705730400,2024-01-20 06:00:00,2,587.46,1.45,26.05,47.21,21.46,15.91,22.25,6.52
1705734000,2024-01-20 07:00:00,2,720.98,2.18,39.07,34.33,31.47,20.5,26.85,8.36
1705737600,2024-01-20 08:00:00,3,961.3,6.71,52.78,24.32,42.44,31.45,39.1,10.64
1705741200,2024-01-20 09:00:00,3,1001.36,5.64,47.3,26.82,33.38,35.45,42.45,8.74
1705744800,2024-01-20 10:00:00,2,1041.41,6.15,43.87,10.82,22.41,23.6,27.11,5.95
1705748400,2024-01-20 11:00:00,2,1148.22,9.72,49.35,0.59,20.5,16.95,19.65,5.7
1705752000,2024-01-20 12:00:00,2,1108.17,9.5,51.41,0.26,20.27,16.17,19.01,6.08
1705755600,2024-01-20 13:00:00,2,1054.76,8.27,52.09,0.32,18.84,16.53,19.62,6.59
1705759200,2024-01-20 14:00:00,2,1054.76,8.83,51.41,0.21,18.12,17.9,21.43,7.22
1705762800,2024-01-20 15:00:00,2,1054.76,9.39,50.72,0.16,17.64,19.21,23.17,7.92
1705766400,2024-01-20 16:00:00,2,1068.12,10.06,49.35,0.11,17.64,20.17,24.08,7.85
1705770000,2024-01-20 17:00:00,2,1028.06,9.61,48.67,0.1,16.21,18.54,21.6,6.84
1705773600,2024-01-20 18:00:00,2,974.66,8.83,47.98,0.1,15.5,17.32,19.89,6.33
1705777200,2024-01-20 19:00:00,2,961.3,8.61,46.61,0.09,15.02,17.03,19.42,6.08
1705780800,2024-01-20 20:00:00,2,947.95,8.94,45.24,0.07,15.5,17.23,19.62,6.02
1705784400,2024-01-20 21:00:00,2,961.3,9.61,43.87,0.05,16.69,18.01,20.45,5.89
1705788000,2024-01-20 22:00:00,2,961.3,10.39,43.18,0.03,18.36,18.84,21.29,5.76
1705791600,2024-01-20 23:00:00,2,1001.36,12.29,42.5,0.02,20.03,20.61,23.35,5.89
1705795200,2024-01-21 00:00:00,3,1134.87,16.76,41.13,0.01,23.13,25.56,29.29,6.71
1705798800,2024-01-21 01:00:00,3,1335.14,22.8,40.44,0.13,26.7,31.22,36.34,7.92
1705802400,2024-01-21 02:00:00,3,1401.9,25.48,39.07,0.34,29.33,33.64,39.93,9.12
1705806000,2024-01-21 03:00:00,3,1361.85,23.92,38.04,0.39,30.28,33.25,39.89,9.75
1705809600,2024-01-21 04:00:00,3,1281.74,22.13,37.7,0.25,31.47,32.19,38.13,9.37
1705813200,2024-01-21 05:00:00,3,1255.04,23.02,37.01,0.31,32.42,31.95,37.13,8.74
1705816800,2024-01-21 06:00:00,3,1241.68,23.47,35.99,0.34,32.42,31.87,36.65,8.36
1705820400,2024-01-21 07:00:00,3,1268.39,24.81,34.96,0.24,33.86,33.45,38.75,8.87
1705824000,2024-01-21 08:00:00,3,1295.09,26.82,34.27,0.13,36.72,35.49,41.32,9.5
1705827600,2024-01-21 09:00:00,3,1308.44,26.82,34.27,0.09,36.72,36.43,42.32,9.63
1705831200,2024-01-21 10:00:00,3,1348.5,26.38,34.27,0.11,34.33,36.7,42.6,9.75
1705834800,2024-01-21 11:00:00,3,1415.25,27.49,34.96,0.01,33.38,38.97,45.63,10.64
1705838400,2024-01-21 12:00:00,3,1468.66,28.39,35.99,0,34.33,43.53,51.47,12.03
1705842000,2024-01-21 13:00:00,3,1482.01,27.94,36.33,0,33.38,48.16,56.45,12.16
1705845600,2024-01-21 14:00:00,4,1441.96,25.93,35.99,0,30.99,50.05,57.75,11.02
1705849200,2024-01-21 15:00:00,4,1401.9,23.47,35.3,0,29.09,50.89,58.24,9.88
1705852800,2024-01-21 16:00:00,3,1335.14,20.79,33.93,0,27.66,48.79,55.26,8.49
1705856400,2024-01-21 17:00:00,3,1161.58,15.42,31.87,0.01,23.6,42.05,46.83,6.46
1705860000,2024-01-21 18:00:00,3,1014.71,11.4,29.13,0.09,21.93,37.54,41.16,5.45
1705863600,2024-01-21 19:00:00,3,907.9,7.71,27.08,0.43,20.27,33.99,36.91,4.75
1705867200,2024-01-21 20:00:00,3,841.14,4.81,27.08,1.39,19.07,31.59,34.14,4.31
1705870800,2024-01-21 21:00:00,3,814.44,3.16,27.76,2.79,18.12,28.63,30.76,4.02
1705874400,2024-01-21 22:00:00,2,794.41,1.55,26.05,6.79,16.69,24.16,25.81,3.48
1705878000,2024-01-21 23:00:00,2,774.38,0.77,23.99,11.8,15.74,20.89,22.44,3.39
1705881600,2024-01-22 00:00:00,2,807.76,0.84,25.02,12.52,15.74,21.06,23.1,3.7
1705885200,2024-01-22 01:00:00,2,847.82,1.47,27.42,10.28,15.97,22.33,24.66,3.83
1705888800,2024-01-22 02:00:00,2,827.79,1.73,27.76,11.8,16.21,22.19,24.61,3.83
1705892400,2024-01-22 03:00:00,2,767.71,1.9,26.05,18.24,16.21,21.64,24.09,3.8
1705896000,2024-01-22 04:00:00,2,727.65,2.35,25.7,22.17,16.45,21.9,24.29,3.83
1705899600,2024-01-22 05:00:00,2,700.95,1.87,26.39,23.96,16.21,22.07,24.28,3.8
1705903200,2024-01-22 06:00:00,2,687.6,1.38,26.05,26.11,14.9,21.46,23.44,3.74
1705906800,2024-01-22 07:00:00,2,694.27,1.12,27.76,25.75,15.14,21.36,23.4,4.05
1705910400,2024-01-22 08:00:00,2,707.63,1.17,29.47,25.03,15.74,21.58,23.7,4.5
1705914000,2024-01-22 09:00:00,2,727.65,1.15,31.19,23.96,15.26,20.99,23.09,4.81
1705917600,2024-01-22 10:00:00,2,767.71,0.89,33.93,20.92,14.66,20.74,22.84,5
1705921200,2024-01-22 11:00:00,2,807.76,0.62,36.67,17.7,14.78,21.26,23.51,5.07
1705924800,2024-01-22 12:00:00,2,821.11,0.52,36.67,17.88,15.02,23.16,25.81,5.26
1705928400,2024-01-22 13:00:00,2,814.44,0.43,35.99,18.95,15.14,24.86,27.8,5.26
1705932000,2024-01-22 14:00:00,3,807.76,0.38,35.3,19.13,15.5,26.41,29.55,5.32
1705935600,2024-01-22 15:00:00,3,821.11,0.38,35.3,19.13,15.97,27.96,31.34,5.45
1705939200,2024-01-22 16:00:00,3,827.79,0.41,35.64,18.42,16.69,28.7,32.25,5.7
1705942800,2024-01-22 17:00:00,3,794.41,0.31,34.62,19.85,16.69,26.81,30.01,5.89
1705946400,2024-01-22 18:00:00,3,754.36,0.2,32.22,22.53,16.69,26.05,28.88,6.4
1705950000,2024-01-22 19:00:00,3,720.98,0.13,30.16,25.75,16.93,25.58,28.29,7.22
1705953600,2024-01-22 20:00:00,2,680.92,0.07,27.76,30.04,16.93,24.3,27.09,7.98
1705957200,2024-01-22 21:00:00,2,647.54,0.04,26.05,36.12,17.17,22.31,25.16,7.98
1705960800,2024-01-22 22:00:00,2,614.17,0.02,24.33,43.27,17.64,20.57,23.54,8.04
1705964400,2024-01-22 23:00:00,2,607.49,0.01,24.33,47.92,18.6,20.21,23.3,8.11
1705968000,2024-01-23 00:00:00,2,674.25,0.01,26.73,48.64,20.27,22.55,26.19,8.49
1705971600,2024-01-23 01:00:00,2,767.71,0.1,30.5,45.06,20.74,24.12,27.81,8.11
1705975200,2024-01-23 02:00:00,2,794.41,0.51,31.87,42.56,20.98,24.23,27.78,7.6
1705978800,2024-01-23 03:00:00,2,754.36,0.98,30.16,42.56,20.5,23.58,27.05,7.22
1705982400,2024-01-23 04:00:00,2,727.65,1.87,28.79,42.92,21.7,22.95,26.74,7.47
1705986000,2024-01-23 05:00:00,2,720.98,2.18,29.82,42.2,23.37,23.64,27.77,7.92
1705989600,2024-01-23 06:00:00,3,734.33,2.43,30.5,42.2,24.08,25.32,29.45,8.11
1705993200,2024-01-23 07:00:00,3,767.71,3.63,32.56,41.84,26.7,28.2,32.56,8.61
1705996800,2024-01-23 08:00:00,3,814.44,3.91,36.33,38.62,30.28,30.8,35.64,9.12
1706000400,2024-01-23 09:00:00,3,854.49,3.21,40.44,34.33,32.42,32.33,37.56,9.63
1706004000,2024-01-23 10:00:00,3,934.6,1.36,45.24,28.61,32.9,32.44,37.91,10.13
1706007600,2024-01-23 11:00:00,3,988.01,0.32,47.98,24.32,32.9,32.42,38.07,10.89
1706011200,2024-01-23 12:00:00,3,1001.36,0.22,47.3,23.96,32.42,32.78,38.72,11.91
1706014800,2024-01-23 13:00:00,3,988.01,0.16,44.55,26.46,31.95,34.2,40.54,12.79
1706018400,2024-01-23 14:00:00,3,947.95,0.1,42.5,29.68,31.47,37.01,43.82,13.68
1706022000,2024-01-23 15:00:00,3,907.9,0.05,39.76,35.05,30.28,40.06,47.11,13.81
1706025600,2024-01-23 16:00:00,3,854.49,0.03,38.39,38.62,29.33,40.46,47.27,13.17
1706029200,2024-01-23 17:00:00,3,767.71,0.02,35.3,41.48,27.18,37.14,43.02,11.78
1706032800,2024-01-23 18:00:00,3,707.63,0.01,32.56,42.92,25.51,34.99,40.17,11.27
1706036400,2024-01-23 19:00:00,3,680.92,0.01,30.85,42.92,24.56,34.17,39.18,11.27
1706040000,2024-01-23 20:00:00,3,667.57,0.01,29.47,44.35,24.32,33.91,38.86,11.27
1706043600,2024-01-23 21:00:00,3,660.9,0.01,28.1,46.49,24.08,34.17,39.13,11.15
1706047200,2024-01-23 22:00:00,3,654.22,0.01,27.76,49.35,24.08,34.82,39.6,10.89
1706050800,2024-01-23 23:00:00,3,680.92,0.01,29.82,48.64,25.99,37.31,42.28,11.15
1706054400,2024-01-24 00:00:00,3,821.11,0.03,37.01,43.27,30.52,44.58,50.77,12.67
1706058000,2024-01-24 01:00:00,4,1014.71,0.36,45.93,36.12,35.76,51.28,58.88,13.93
1706061600,2024-01-24 02:00:00,4,1028.06,1.47,45.93,37.91,36.72,53.43,61.86,13.43
1706065200,2024-01-24 03:00:00,4,934.6,2.35,40.44,45.06,35.76,52.35,61.16,12.16
1706068800,2024-01-24 04:00:00,4,827.79,2.4,36.33,50.07,34.33,50.16,58.77,10.64
1706072400,2024-01-24 05:00:00,3,767.71,2.96,32.9,53.64,33.38,48.7,56.99,9.88
1706076000,2024-01-24 06:00:00,3,720.98,3.13,30.5,56.51,31.47,47.78,55.53,9.25
1706079600,2024-01-24 07:00:00,3,720.98,3.16,29.82,58.65,30.52,47.98,55.33,8.74
1706083200,2024-01-24 08:00:00,3,741,2.63,31.53,58.65,31.95,48.49,55.49,8.49
1706086800,2024-01-24 09:00:00,3,767.71,1.65,33.24,57.22,31.95,48.44,55.12,8.49
1706090400,2024-01-24 10:00:00,3,834.47,0.51,37.7,51.5,32.42,48.7,55.24,9.25
1706094000,2024-01-24 11:00:00,4,934.6,0.05,43.53,42.56,33.86,51.11,58.04,11.02
1706097600,2024-01-24 12:00:00,4,988.01,0.04,45.24,38.62,35.29,54.41,61.96,12.67
1706101200,2024-01-24 13:00:00,4,988.01,0.03,43.18,38.98,35.29,57.37,65.6,14.06
1706104800,2024-01-24 14:00:00,4,961.3,0.03,42.16,38.62,35.29,59.37,68.54,15.45
1706108400,2024-01-24 15:00:00,4,961.3,0.03,41.13,38.62,35.29,61,71,16.47
1706112000,2024-01-24 16:00:00,4,934.6,0.03,41.13,37.55,34.81,59.73,69.98,16.47
1706115600,2024-01-24 17:00:00,4,827.79,0.02,38.04,39.7,32.42,54.17,63.5,14.95
1706119200,2024-01-24 18:00:00,4,714.3,0.01,34.27,42.56,30.04,50.33,58.74,14.06
1706122800,2024-01-24 19:00:00,3,654.22,0.01,31.53,43.63,28.61,48.8,56.75,13.55
1706126400,2024-01-24 20:00:00,3,627.52,0.01,30.5,43.63,28.13,48.78,56.52,13.3
1706130000,2024-01-24 21:00:00,3,614.17,0.01,29.82,43.63,28.37,48.78,56.44,13.05
1706133600,2024-01-24 22:00:00,3,614.17,0.01,29.82,43.99,28.37,48.28,55.71,12.79
1706137200,2024-01-24 23:00:00,3,640.87,0.02,31.19,42.92,29.33,47.83,55.07,12.92
1706140800,2024-01-25 00:00:00,4,787.73,0.06,37.36,37.19,32.42,51.85,59.84,14.19
1706144400,2024-01-25 01:00:00,4,974.66,0.43,45.24,30.04,35.76,55.52,64.43,15.07
1706148000,2024-01-25 02:00:00,4,1014.71,1.73,45.93,29.68,37.19,56.1,65.61,14.82
1706151600,2024-01-25 03:00:00,4,934.6,3.32,41.13,34.69,37.67,55.32,65.07,13.81
1706155200,2024-01-25 04:00:00,4,881.2,4.58,37.01,40.77,37.67,54.06,63.59,12.16
1706158800,2024-01-25 05:00:00,4,841.14,4.81,34.27,46.49,37.19,53.44,62.52,11.02
1706162400,2024-01-25 06:00:00,4,814.44,4.3,32.22,52.21,34.81,53.15,61.65,10.26
1706166000,2024-01-25 07:00:00,4,841.14,4.02,33.93,53.64,35.29,54.39,62.78,10.51
1706169600,2024-01-25 08:00:00,4,907.9,3.63,39.76,49.35,39.1,57.27,65.89,11.4
1706173200,2024-01-25 09:00:00,4,974.66,2.46,45.93,43.63,41.96,59.1,67.96,12.54
1706176800,2024-01-25 10:00:00,4,1094.82,0.96,52.09,35.76,42.44,60.29,69.26,13.43
1706180400,2024-01-25 11:00:00,4,1228.33,0.31,58.95,25.75,44.35,63.58,73.13,15.07
1706184000,2024-01-25 12:00:00,4,1308.44,0.44,61.69,19.85,46.25,68.6,79.19,17.23
1706187600,2024-01-25 13:00:00,4,1281.74,0.4,58.26,19.67,46.25,71.82,83.33,18.49
1706191200,2024-01-25 14:00:00,4,1174.93,0.26,53.47,21.99,43.87,71.12,83.22,18.75
1706194800,2024-01-25 15:00:00,4,1108.17,0.21,50.04,23.25,42.44,70.46,83.02,18.75
1706198400,2024-01-25 16:00:00,4,1068.12,0.26,49.35,21.46,41.96,69.15,81.82,18.75
1706202000,2024-01-25 17:00:00,4,1028.06,0.42,50.72,16.99,42.92,66.51,79.17,19
1706205600,2024-01-25 18:00:00,4,974.66,0.54,49.35,14.13,42.44,65.25,77.9,19.76
1706209200,2024-01-25 19:00:00,4,934.6,0.81,49.35,10.91,41.96,65.68,78.33,20.52
1706212800,2024-01-25 20:00:00,4,921.25,1.41,48.67,7.42,42.92,66.8,79.45,21.28
1706216400,2024-01-25 21:00:00,4,921.25,2.65,48.67,4.16,44.35,68.24,81,22.29
1706220000,2024-01-25 22:00:00,4,934.6,4.75,47.98,2.03,45.78,69.44,82.21,23.31
1706223600,2024-01-25 23:00:00,4,974.66,8.27,46.61,0.77,47.21,70.72,83.84,23.56
1706227200,2024-01-26 00:00:00,5,1174.93,15.65,45.24,0.16,51.02,77.46,92.19,24.83
1706230800,2024-01-26 01:00:00,5,1468.66,24.59,46.61,0.21,54.84,83.88,100.36,25.59
1706234400,2024-01-26 02:00:00,5,1535.42,25.93,48.67,1.05,55.79,84.67,102.09,23.81
1706238000,2024-01-26 03:00:00,5,1375.2,19.67,47.98,3.31,53.41,82.55,99.49,20.01
1706241600,2024-01-26 04:00:00,5,1094.82,9.5,45.24,10.73,43.87,77.86,91.65,14.44
1706245200,2024-01-26 05:00:00,5,988.01,7.26,42.16,16.81,41.48,78.65,90.79,12.54
1706248800,2024-01-26 06:00:00,5,947.95,6.37,40.1,21.99,39.58,81.22,92.54,11.78
1706252400,2024-01-26 07:00:00,5,947.95,5.64,40.78,26.11,39.1,84.27,95.01,11.15
1706256000,2024-01-26 08:00:00,5,961.3,4.3,43.18,27.89,40.53,86.37,96.76,10.51
1706259600,2024-01-26 09:00:00,5,974.66,2.88,45.24,28.61,40.53,87.69,97.86,10.39
1706263200,2024-01-26 10:00:00,5,1068.12,1.4,51.41,23.96,41.01,89.41,99.68,11.4
1706266800,2024-01-26 11:00:00,5,1241.68,1.15,60.32,13.77,43.87,94.11,105.31,14.19
1706270400,2024-01-26 12:00:00,5,1335.14,1.66,62.38,9.57,45.3,100.02,112.26,16.97
1706274000,2024-01-26 13:00:00,5,1321.79,1.31,59.63,10.64,44.35,103.19,116.24,18.75
1706277600,2024-01-26 14:00:00,5,1241.68,0.8,54.84,13.41,42.44,103.14,116.53,19.25
1706281200,2024-01-26 15:00:00,5,1188.28,0.67,51.41,14.31,41.01,102.79,116.65,19.25
1706284800,2024-01-26 16:00:00,5,1161.58,0.81,51.41,12.7,40.53,100.44,114.42,19
1706288400,2024-01-26 17:00:00,5,1081.47,0.87,50.04,11.27,39.58,94.76,108.29,17.99
1706292000,2024-01-26 18:00:00,5,974.66,0.41,43.87,14.31,34.81,88.33,101.29,17.23
1706295600,2024-01-26 19:00:00,5,907.9,0.24,39.41,17.52,30.99,84.21,96.59,16.97
1706299200,2024-01-26 20:00:00,5,881.2,0.24,37.01,17.88,29.33,81.36,93.4,17.48
1706302800,2024-01-26 21:00:00,5,854.49,0.27,36.33,17.17,29.33,79.28,90.86,17.99
1706306400,2024-01-26 22:00:00,5,854.49,0.33,35.64,16.45,29.56,77.06,88.29,18.24
1706310000,2024-01-26 23:00:00,5,881.2,0.57,37.7,13.41,30.99,75.96,87.19,19
1706313600,2024-01-27 00:00:00,5,1054.76,2.43,43.18,5.99,34.81,79.76,92.02,20.77
1706317200,2024-01-27 01:00:00,5,1308.44,8.61,45.93,1.36,39.1,85.29,98.58,22.04
1706320800,2024-01-27 02:00:00,5,1388.55,13.3,44.55,1.31,40.05,85.64,98.31,19.76
1706324400,2024-01-27 03:00:00,5,1295.09,13.63,42.84,2.82,38.62,81.69,92.81,15.71
1706328000,2024-01-27 04:00:00,4,1121.52,7.82,40.78,8.4,33.38,73.19,81.96,11.53
1706331600,2024-01-27 05:00:00,4,1001.36,3.86,36.67,17.17,30.04,65.66,73.26,10.64
1706335200,2024-01-27 06:00:00,4,947.95,2.63,32.22,24.32,27.18,59.24,66.2,10.77
1706338800,2024-01-27 07:00:00,4,947.95,2.18,31.19,27.89,25.99,56.06,62.55,10.39
1706342400,2024-01-27 08:00:00,4,988.01,1.63,33.24,26.11,27.18,53.94,60.18,10.26
1706346000,2024-01-27 09:00:00,4,1028.06,1.19,35.64,23.96,27.89,52.6,58.78,10.64
1706349600,2024-01-27 10:00:00,4,1081.47,0.84,38.39,21.99,27.42,51.64,57.76,11.15
1706353200,2024-01-27 11:00:00,4,1161.58,0.58,42.5,17.52,27.42,52.73,59.08,12.16
1706356800,2024-01-27 12:00:00,4,1201.63,0.61,43.53,15.74,27.89,56.59,63.69,13.17
1706360400,2024-01-27 13:00:00,4,1161.58,0.39,40.78,18.24,26.94,59.4,67.09,13.55
1706364000,2024-01-27 14:00:00,4,1068.12,0.18,36.33,22.89,25.03,59.74,67.54,13.17
1706367600,2024-01-27 15:00:00,4,1001.36,0.11,33.24,26.11,22.89,59.68,67.37,12.41
1706371200,2024-01-27 16:00:00,4,947.95,0.09,31.19,27.54,21.22,57.78,64.77,11.27
1706374800,2024-01-27 17:00:00,4,867.84,0.05,28.45,30.4,19.07,52.31,58.02,9.75
1706378400,2024-01-27 18:00:00,3,794.41,0.03,25.36,33.62,17.64,48.29,53,8.99
