dt,datetime,aqi,co,no,no2,o3,so2,pm2_5,pm10,nh3
1704376800,2024-01-04 14:00:00,5,1401.9,0.01,52.78,36.48,35.76,135.79,155.78,12.79
1704380400,2024-01-04 15:00:00,5,1468.66,0.01,54.84,37.55,35.76,155.19,177.17,11.91
1704384000,2024-01-04 16:00:00,5,1495.36,0.01,55.52,37.91,35.29,168.17,191.18,10.77
1704387600,2024-01-04 17:00:00,5,1428.6,0,54.15,40.77,33.86,171.83,194.49,9.63
1704391200,2024-01-04 18:00:00,5,1335.14,0,50.72,45.06,33.38,173.75,195.88,9.12
1704394800,2024-01-04 19:00:00,5,1281.74,0,50.72,45.42,35.29,176.71,198.38,9.5
1704398400,2024-01-04 20:00:00,5,1308.44,0,54.15,39.34,37.67,182.69,204.85,10.77
1704402000,2024-01-04 21:00:00,5,1348.5,0.02,58.95,32.19,41.48,189.91,212.54,12.41
1704405600,2024-01-04 22:00:00,5,1441.96,0.11,66.49,22.53,45.78,199.79,223.24,14.69
1704409200,2024-01-04 23:00:00,5,1628.88,1.2,76.09,9.03,50.07,214.38,239.1,16.72
1704412800,2024-01-05 00:00:00,5,2189.64,14.75,83.63,0.35,59.6,242.27,270.4,20.77
1704416400,2024-01-05 01:00:00,5,3044.13,41.13,85,0.04,69.62,273.18,304.98,23.56
1704420000,2024-01-05 02:00:00,5,3417.97,55.43,86.37,0.2,75.34,281.75,314.96,23.81
1704423600,2024-01-05 03:00:00,5,3124.24,50.51,90.48,1.07,82.02,270.4,302.05,22.29
1704427200,2024-01-05 04:00:00,5,1869.2,11.18,90.48,12.16,70.57,212.07,234.28,10.77
1704430800,2024-01-05 05:00:00,5,1495.36,2.71,77.46,28.25,56.74,183.26,201.52,8.04
1704434400,2024-01-05 06:00:00,5,1321.79,1.16,61.01,47.21,44.82,157.92,172.82,7.41
1704438000,2024-01-05 07:00:00,5,1148.22,0.56,45.93,69.38,33.86,116.46,127.11,6.84
1704441600,2024-01-05 08:00:00,5,1041.41,0.59,40.1,78.68,29.8,84.25,92.86,7.35
1704445200,2024-01-05 09:00:00,5,1041.41,0.5,40.44,82.25,31.95,77.59,86.23,7.85
1704448800,2024-01-05 10:00:00,5,1295.09,0.25,58.26,68.66,44.82,100.04,111.12,10.39
1704452400,2024-01-05 11:00:00,5,1615.52,0.01,76.77,50.07,51.5,131.05,146.12,14.44
1704456000,2024-01-05 12:00:00,5,1668.93,0,75.4,44.7,45.78,129.97,147.58,16.47
1704459600,2024-01-05 13:00:00,5,1562.12,0.01,65.8,40.77,39.1,106.84,126.23,15.07
1704463200,2024-01-05 14:00:00,5,1508.71,0.03,63.06,32.19,35.29,98.42,119.96,12.54
1704466800,2024-01-05 15:00:00,5,1562.12,0.1,63.75,24.32,33.38,105.62,129.51,11.15
1704470400,2024-01-05 16:00:00,5,1762.39,0.87,67.17,12.52,30.52,118.95,143.66,11.02
1704474000,2024-01-05 17:00:00,5,1976.01,4.19,68.55,2.66,26.7,129.13,151.82,11.27
1704477600,2024-01-05 18:00:00,5,2002.72,6.93,63.06,0.54,23.37,133.76,154.41,12.79
1704481200,2024-01-05 19:00:00,5,2029.42,9.72,58.26,0.14,24.08,138.02,156.38,14.31
1704484800,2024-01-05 20:00:00,5,2082.82,12.74,54.84,0.05,25.03,142.05,158.57,15.71
1704488400,2024-01-05 21:00:00,5,2082.82,14.75,51.41,0.03,25.27,144.75,160.47,16.97
1704492000,2024-01-05 22:00:00,5,2029.42,14.53,50.04,0.07,26.94,141.66,156.7,16.47
1704495600,2024-01-05 23:00:00,5,1976.01,14.98,50.04,0.06,29.33,138.44,152.61,15.07
1704499200,2024-01-06 00:00:00,5,2162.93,21.23,53.47,0.02,34.81,143.67,158.48,14.95
1704502800,2024-01-06 01:00:00,5,2189.64,22.8,58.95,0.06,39.1,137.35,154.05,13.17
1704506400,2024-01-06 02:00:00,5,1949.31,16.76,62.38,0.53,39.58,117.91,137.28,11.53
1704510000,2024-01-06 03:00:00,5,1548.77,8.05,61.01,4.87,40.05,95.38,115.21,11.15
1704513600,2024-01-06 04:00:00,4,921.25,1.79,36.33,52.21,27.18,59.2,73.7,6.9
1704517200,2024-01-06 05:00:00,3,747.68,2.12,24.33,81.54,21.93,45.81,56.81,6.21
1704520800,2024-01-06 06:00:00,3,707.63,2.26,19.54,97.27,19.79,42.47,51.59,6.33
1704524400,2024-01-06 07:00:00,3,727.65,2.32,20.39,101.57,20.27,43.13,51.24,7.09
1704528000,2024-01-06 08:00:00,3,754.36,2.21,23.99,90.12,21.7,43.51,51.42,8.23
1704531600,2024-01-06 09:00:00,3,767.71,1.63,27.08,71.53,20.98,40.82,49.25,8.87
1704535200,2024-01-06 10:00:00,3,801.09,0.49,31.19,55.07,20.74,39.05,49.61,9.5
1704538800,2024-01-06 11:00:00,3,847.82,0.01,34.96,47.21,21.93,41.15,55.91,10.51
1704542400,2024-01-06 12:00:00,3,847.82,0,33.93,48.64,21.7,43.53,61.32,10.26
1704546000,2024-01-06 13:00:00,3,921.25,0,35.99,45.42,21.7,48.15,66.29,10.13
1704549600,2024-01-06 14:00:00,4,1081.47,0.02,43.18,33.62,23.13,58.27,78.06,10.39
1704553200,2024-01-06 15:00:00,4,1228.33,0.1,47.98,23.25,23.84,68.63,90.86,10.64
1704556800,2024-01-06 16:00:00,5,1388.55,0.61,52.78,12.52,23.84,78.42,103.54,11.53
1704560400,2024-01-06 17:00:00,5,1495.36,2.07,54.15,4.47,21.46,83.83,110.72,11.65
1704564000,2024-01-06 18:00:00,5,1535.42,3.91,51.41,1.5,19.79,88.11,115.53,12.29
1704567600,2024-01-06 19:00:00,5,1575.47,6.71,48.67,0.36,19.79,94.9,120.36,13.05
1704571200,2024-01-06 20:00:00,5,1655.58,10.17,45.93,0.08,19.31,102.59,125.98,13.68
1704574800,2024-01-06 21:00:00,5,1735.69,12.96,43.87,0.03,18.84,109.07,130.42,14.57
1704578400,2024-01-06 22:00:00,5,1842.5,15.42,42.84,0.02,19.07,111.93,130.2,15.07
1704582000,2024-01-06 23:00:00,5,1949.31,19.22,42.5,0.01,20.98,115.64,131.9,14.95
1704585600,2024-01-07 00:00:00,5,2349.85,30.85,43.18,0,26.94,132.67,149.53,16.72
1704589200,2024-01-07 01:00:00,5,2883.91,45.6,45.24,0.3,32.42,147.86,167.8,16.97
1704592800,2024-01-07 02:00:00,5,2883.91,45.6,48.67,1.25,33.86,141.15,165.98,16.21
1704596400,2024-01-07 03:00:00,5,2243.04,27.27,53.47,2.01,34.81,118.51,143.8,17.23
1704600000,2024-01-07 04:00:00,5,934.6,1.34,37.7,37.91,26.23,75.38,88.99,6.78
1704603600,2024-01-07 05:00:00,4,747.68,1.03,27.08,56.51,20.98,59.02,68.66,5.76
1704607200,2024-01-07 06:00:00,3,667.57,0.99,21.25,70.1,17.88,47.43,55.38,5.57
1704610800,2024-01-07 07:00:00,3,620.84,0.75,19.71,79.39,17.17,41.05,48.75,5.76
1704614400,2024-01-07 08:00:00,3,600.81,0.31,20.56,82.25,17.17,39.98,47.48,6.02
1704618000,2024-01-07 09:00:00,3,607.49,0.06,20.73,83.68,16.45,42.13,49.63,6.14
1704621600,2024-01-07 10:00:00,4,660.9,0.04,22.96,82.25,16.69,52.11,60.63,6.52
1704625200,2024-01-07 11:00:00,4,741,0,27.42,76.53,18.6,65.07,75.56,7.47
1704628800,2024-01-07 12:00:00,4,774.38,0,29.13,71.53,19.07,70.75,82.84,7.54
1704632400,2024-01-07 13:00:00,4,794.41,0,29.47,66.52,19.79,68.41,81.57,7.28
1704636000,2024-01-07 14:00:00,4,821.11,0,30.85,60.8,20.5,65.96,80.16,7.28
1704639600,2024-01-07 15:00:00,4,867.84,0,32.56,54.36,20.98,67.1,82.3,7.35
1704643200,2024-01-07 16:00:00,4,907.9,0,34.62,48.64,20.74,71.26,87.47,7.41
1704646800,2024-01-07 17:00:00,4,894.55,0,34.62,46.49,19.55,73.88,89.22,7.03
1704650400,2024-01-07 18:00:00,5,894.55,0,35.99,45.42,21.46,79.81,95.13,7.09
1704654000,2024-01-07 19:00:00,5,894.55,0,38.04,43.63,23.6,85.35,100.68,7.22
1704657600,2024-01-07 20:00:00,5,907.9,0,39.41,42.2,24.56,92.44,107.85,7.28
1704661200,2024-01-07 21:00:00,5,934.6,0,40.78,41.48,25.27,103.12,119.09,7.35
1704664800,2024-01-07 22:00:00,5,974.66,0,42.5,40.77,26.7,119.37,136.44,7.41
1704668400,2024-01-07 23:00:00,5,1041.41,0.01,47.98,36.48,29.8,135.79,153.87,7.79
1704672000,2024-01-08 00:00:00,5,1281.74,0.17,60.32,23.25,36.24,154.84,174.67,9.5
1704675600,2024-01-08 01:00:00,5,1562.12,1.73,71.29,9.39,39.58,164.32,184.62,10.13
1704679200,2024-01-08 02:00:00,5,1602.17,4.69,71.29,6.71,40.53,157.53,176.07,10.26
1704682800,2024-01-08 03:00:00,5,1468.66,6.09,66.49,13.59,40.53,136.87,152.82,10.51
1704686400,2024-01-08 04:00:00,4,1001.36,2.68,44.55,45.42,28.85,74.01,83.66,6.9
1704690000,2024-01-08 05:00:00,3,774.38,2.77,29.13,66.52,22.41,43.31,50.49,5.64
1704693600,2024-01-08 06:00:00,3,700.95,2.82,23.65,80.82,20.03,35.61,42.11,5.38
1704697200,2024-01-08 07:00:00,3,634.19,2.15,19.02,94.41,17.4,30.84,36.85,5.13
1704700800,2024-01-08 08:00:00,3,627.52,1.66,18.85,103,18.36,33.81,40.42,5.57
1704704400,2024-01-08 09:00:00,3,640.87,1.17,21.59,105.86,21.7,40.48,49.56,6.27
1704708000,2024-01-08 10:00:00,3,654.22,0.46,27.76,91.55,25.27,40.31,53.61,7.35
1704711600,2024-01-08 11:00:00,3,714.3,0.01,34.27,70.1,27.18,39.54,57.74,9.25
1704715200,2024-01-08 12:00:00,3,761.03,0,37.36,56.51,27.66,41.26,62.38,10.89
1704718800,2024-01-08 13:00:00,3,834.47,0,42.16,45.42,29.33,43.35,65.74,12.41
1704722400,2024-01-08 14:00:00,3,934.6,0.02,48.67,33.97,30.99,47.22,70.99,12.54
1704726000,2024-01-08 15:00:00,4,1041.41,0.07,54.15,25.39,31.95,52.73,78.07,10.89
1704729600,2024-01-08 16:00:00,4,1134.87,0.27,57.58,17.52,30.99,58.67,85.46,9.88
1704733200,2024-01-08 17:00:00,4,1201.63,0.64,58.95,11.09,28.61,63.14,89.8,9.25
1704736800,2024-01-08 18:00:00,4,1214.98,0.96,57.58,7.96,26.94,67.72,92.47,9.25
1704740400,2024-01-08 19:00:00,4,1214.98,1.48,56.21,5.36,26.94,72.41,94.24,9.63
1704744000,2024-01-08 20:00:00,5,1201.63,2.01,54.84,3.98,27.18,75.17,94.93,9.75
1704747600,2024-01-08 21:00:00,5,1161.58,2.07,52.78,4.02,27.18,76.36,94.96,9.75
1704751200,2024-01-08 22:00:00,5,1108.17,1.7,52.09,5.23,28.37,75.9,94.34,9.75
1704754800,2024-01-08 23:00:00,5,1108.17,2.26,54.15,4.34,31.47,78.6,98.41,10.26
1704758400,2024-01-09 00:00:00,5,1361.85,8.38,58.26,0.86,38.15,89.82,112.68,12.16
1704848400,2024-01-10 01:00:00,3,1121.52,12.29,37.01,0.17,32.42,46.84,51.14,5.89
1704852000,2024-01-10 02:00:00,3,1214.98,14.98,35.64,0.2,33.38,49.15,53.85,6.14
1704855600,2024-01-10 03:00:00,3,1188.28,14.53,34.96,0.47,34.33,49.47,54.13,6.33
1704859200,2024-01-10 04:00:00,3,1174.93,14.19,35.64,0.72,35.76,49.94,54.41,6.4
1704862800,2024-01-10 05:00:00,4,1201.63,14.31,36.33,0.63,36.24,51.79,56.07,6.27
1704866400,2024-01-10 06:00:00,4,1228.33,13.97,36.67,0.51,34.81,52.89,56.99,6.02
1704870000,2024-01-10 07:00:00,4,1308.44,15.87,37.36,0.53,36.24,53.62,57.65,6.08
1704873600,2024-01-10 08:00:00,4,1361.85,17.66,38.73,0.18,37.67,53.49,57.52,6.27
1704877200,2024-01-10 09:00:00,4,1415.25,17.43,39.41,0.11,37.67,52.66,56.74,6.4
1704880800,2024-01-10 10:00:00,4,1495.36,17.66,40.44,0.08,35.29,53.53,57.78,6.59
1704884400,2024-01-10 11:00:00,4,1642.23,20.79,42.5,0.02,36.72,59.37,64.38,7.35
1704888000,2024-01-10 12:00:00,4,1708.98,21.23,43.87,0.01,37.19,67.05,73.11,8.04
1704891600,2024-01-10 13:00:00,4,1708.98,19,43.87,0.02,35.29,72.9,80.07,8.74
1704895200,2024-01-10 14:00:00,5,1708.98,17.88,43.18,0.03,34.33,77.6,85.76,9.5
1704898800,2024-01-10 15:00:00,5,1735.69,18.55,41.47,0.02,34.33,81.42,90.39,10.13
1704902400,2024-01-10 16:00:00,5,1735.69,19.89,39.41,0.01,35.29,81.22,90.08,9.63
1704906000,2024-01-10 17:00:00,4,1562.12,17.66,36.33,0.02,32.9,73.02,79.95,7.79
1704909600,2024-01-10 18:00:00,4,1388.55,13.86,33.24,0.05,29.56,66.33,71.63,6.65
1704913200,2024-01-10 19:00:00,4,1255.04,10.39,29.82,0.13,25.27,62.69,67.07,5.95
1704916800,2024-01-10 20:00:00,4,1188.28,8.49,28.1,0.27,23.37,61.08,64.87,5.51
1704920400,2024-01-10 21:00:00,4,1148.22,7.04,28.1,0.5,22.65,59.94,63.33,5.19
1704924000,2024-01-10 22:00:00,4,1148.22,6.03,27.76,0.76,22.41,57.71,60.87,5
1704927600,2024-01-10 23:00:00,4,1214.98,8.16,27.42,0.39,24.08,58.09,61.45,5.32
1704931200,2024-01-11 00:00:00,4,1401.9,14.08,28.45,0.08,28.13,65.1,69.53,6.4
1704934800,2024-01-11 01:00:00,4,1682.28,22.13,31.53,0.03,32.9,73.78,79.6,7.41
1704938400,2024-01-11 02:00:00,5,1895.9,28.61,34.96,0.09,37.19,81.17,88.39,8.49
1704942000,2024-01-11 03:00:00,5,1949.31,31.29,36.33,0.17,40.53,86.85,95.35,9.5
1704945600,2024-01-11 04:00:00,5,1949.31,33.53,37.36,0.09,44.35,89.57,98.66,10.13
1704949200,2024-01-11 05:00:00,5,1895.9,33.97,39.41,0.13,48.16,88.59,97.45,10.13
1704952800,2024-01-11 06:00:00,5,1815.8,32.19,41.13,0.23,49.11,86.35,94.51,10.13
1704956400,2024-01-11 07:00:00,5,1815.8,31.29,42.5,0.21,50.07,86.13,94.3,10.64
1704960000,2024-01-11 08:00:00,5,1869.2,33.53,43.53,0.07,52.93,88.88,97.63,11.78
1704963600,2024-01-11 09:00:00,5,1976.01,33.97,45.93,0.02,52.45,92,101.23,12.67
1704967200,2024-01-11 10:00:00,5,2029.42,32.19,50.04,0.01,47.68,92.4,100.72,12.03
1704970800,2024-01-11 11:00:00,5,2082.82,30.4,54.15,0,45.3,94.63,102.86,11.15
1704974400,2024-01-11 12:00:00,5,2109.53,27.94,56.21,0,44.35,100.61,109.8,11.02
1704978000,2024-01-11 13:00:00,5,2002.72,21.9,56.89,0.02,43.39,106.13,116.05,10.64
1704981600,2024-01-11 14:00:00,5,1869.2,15.65,55.52,0.07,40.53,108.43,118.4,10.13
1704985200,2024-01-11 15:00:00,5,1789.09,12.63,53.47,0.13,38.62,109.9,119.79,9.88
1704988800,2024-01-11 16:00:00,5,1762.39,13.52,50.04,0.08,37.67,109.15,118.58,9.5
1704992400,2024-01-11 17:00:00,5,1735.69,15.65,44.55,0.03,34.33,102.49,110.69,8.61
1704996000,2024-01-11 18:00:00,5,1628.88,15.42,38.73,0.02,30.52,95.1,102.49,8.04
1704999600,2024-01-11 19:00:00,5,1495.36,14.75,33.24,0.01,27.66,86.42,92.78,7.54
1705003200,2024-01-11 20:00:00,5,1415.25,14.53,30.5,0.02,27.18,80.12,85.47,7.09
1705006800,2024-01-11 21:00:00,5,1361.85,14.53,30.16,0.02,27.89,77.71,82.48,6.84
1705010400,2024-01-11 22:00:00,5,1335.14,14.75,30.16,0.02,28.13,78.28,82.69,6.65
1705014000,2024-01-11 23:00:00,5,1348.5,16.54,29.47,0.01,28.85,79.9,84.24,6.52
1705017600,2024-01-12 00:00:00,5,1495.36,21.46,28.79,0,31.47,84.16,89.31,6.97
1705021200,2024-01-12 01:00:00,5,1735.69,29.06,30.16,0,35.29,87.23,93.39,7.47
1705024800,2024-01-12 02:00:00,5,2002.72,38.44,30.5,0.02,39.58,92.2,99.93,8.61
1705028400,2024-01-12 03:00:00,5,2109.53,44.26,29.47,0.04,42.92,96.24,105.47,9.88
1705032000,2024-01-12 04:00:00,5,2082.82,46.49,28.1,0.03,44.82,96.37,106.64,10.26
1705035600,2024-01-12 05:00:00,5,2082.82,48.73,28.1,0.04,46.25,95.09,105.25,10.01
1705039200,2024-01-12 06:00:00,5,2082.82,47.83,28.1,0.07,45.3,92.95,102.29,9.5
1705042800,2024-01-12 07:00:00,5,2056.12,46.04,28.79,0.13,44.82,92.26,101.96,10.26
1705046400,2024-01-12 08:00:00,5,2029.42,45.6,30.5,0.04,48.64,92.98,103.73,11.15
1705050000,2024-01-12 09:00:00,5,2029.42,44.7,33.24,0.02,50.54,92.68,103.46,11.65
1705053600,2024-01-12 10:00:00,5,2082.82,44.26,35.99,0.01,49.11,91.81,101.9,11.91
1705057200,2024-01-12 11:00:00,5,2162.93,44.7,37.7,0,48.64,94.68,105.11,12.16
1705060800,2024-01-12 12:00:00,5,2189.64,42.92,39.07,0,49.11,98.98,110.69,12.79
1705064400,2024-01-12 13:00:00,5,2162.93,39.34,39.76,0,46.25,104.02,117.15,13.3
1705068000,2024-01-12 14:00:00,5,2162.93,37.1,39.07,0,42.92,110.02,124.43,13.93
1705071600,2024-01-12 15:00:00,5,2189.64,36.66,38.39,0,41.48,115.62,131.07,14.82
1705075200,2024-01-12 16:00:00,5,2216.34,38.44,38.04,0,40.05,117.88,132.63,14.44
1705078800,2024-01-12 17:00:00,5,2109.53,37.1,37.36,0,34.81,110.78,123.08,12.16
1705082400,2024-01-12 18:00:00,5,1895.9,29.95,35.3,0,27.66,99.52,109.37,10.64
1705086000,2024-01-12 19:00:00,5,1668.93,22.13,32.22,0,23.84,88.49,96.36,9.37
1705089600,2024-01-12 20:00:00,5,1508.71,17.66,28.79,0,22.65,78.91,85.19,8.36
1705093200,2024-01-12 21:00:00,4,1401.9,15.2,27.42,0,22.17,71.99,77.09,7.6
1705096800,2024-01-12 22:00:00,4,1321.79,13.63,26.73,0.01,21.7,66.37,70.77,7.16
1705100400,2024-01-12 23:00:00,4,1308.44,14.31,26.39,0.01,22.65,64.55,69.01,7.28
1705104000,2024-01-13 00:00:00,4,1482.01,19.67,26.73,0,26.46,69.24,74.94,8.23
1705107600,2024-01-13 01:00:00,5,1762.39,28.16,29.47,0.01,30.99,77.04,84.28,9.12
1705111200,2024-01-13 02:00:00,5,1922.61,32.19,32.56,0.04,34.81,81.62,89.93,9.5
1705114800,2024-01-13 03:00:00,5,1815.8,29.5,35.64,0.18,37.67,83.38,91.86,9.5
1705118400,2024-01-13 04:00:00,5,1522.06,19.22,40.1,0.51,38.15,80.6,88.06,8.11
1705122000,2024-01-13 05:00:00,5,1495.36,19.45,40.44,0.5,40.05,81.3,88.77,8.61
1705125600,2024-01-13 06:00:00,5,1508.71,20.56,40.78,0.45,40.05,83.1,90.59,9.25
1705129200,2024-01-13 07:00:00,5,1575.47,23.25,40.78,0.26,41.48,86.26,93.83,9.63
1705132800,2024-01-13 08:00:00,5,1682.28,27.27,42.5,0.12,45.3,92.39,100.21,10.01
1705136400,2024-01-13 09:00:00,5,1735.69,28.39,46.61,0.09,47.21,99.31,107.11,10.01
1705140000,2024-01-13 10:00:00,5,1668.93,22.35,52.78,0.11,41.48,101.84,108.95,8.99
1705143600,2024-01-13 11:00:00,5,1602.17,16.54,56.89,0.09,37.67,105.52,112.22,8.49
1705147200,2024-01-13 12:00:00,5,1562.12,11.85,60.32,0.28,36.24,115.3,122.18,8.36
1705150800,2024-01-13 13:00:00,5,1522.06,5.98,62.38,1.43,34.33,129.81,137.34,8.61
1705154400,2024-01-13 14:00:00,5,1522.06,3.24,63.75,3.13,34.33,142.67,151.57,9.63
1705158000,2024-01-13 15:00:00,5,1575.47,2.82,65.12,3.49,36.72,153.52,163.7,11.02
1705161600,2024-01-13 16:00:00,5,1869.2,8.83,65.8,0.79,37.67,169.03,181.39,14.69
1705165200,2024-01-13 17:00:00,5,2189.64,19.45,61.69,0.02,33.38,181.07,194.64,17.99
1705168800,2024-01-13 18:00:00,5,2269.74,24.14,55.52,0,29.33,183.1,196.48,21.03
1705172400,2024-01-13 19:00:00,5,2243.04,25.7,49.35,0,26.46,181.92,195.11,21.79
1705176000,2024-01-13 20:00:00,5,2082.82,23.69,45.24,0,23.37,173.7,185.9,16.72
1705179600,2024-01-13 21:00:00,5,1815.8,17.66,43.53,0.02,23.13,158.91,168.48,12.29
1705183200,2024-01-13 22:00:00,5,1522.06,9.72,45.24,0.26,24.08,144.27,151.7,9.63
1705186800,2024-01-13 23:00:00,5,1455.31,7.38,46.61,0.53,25.03,140.92,148.57,9.63
1705190400,2024-01-14 00:00:00,5,1668.93,12.41,50.04,0.19,30.04,148.03,157.54,11.02
1705194000,2024-01-14 01:00:00,5,2109.53,23.69,54.84,0.08,37.67,157.44,169.04,12.03
1705197600,2024-01-14 02:00:00,5,2349.85,29.95,59.63,0.37,42.92,156.77,169.32,12.03
1705201200,2024-01-14 03:00:00,5,2136.23,26.38,63.06,1.06,48.16,144.79,156.98,11.91
1705204800,2024-01-14 04:00:00,5,1255.04,2.99,61.01,17.34,40.53,91.96,99.82,7.6
1705208400,2024-01-14 05:00:00,4,1081.47,1.44,56.21,23.25,40.53,72.65,79.38,7.79
1705212000,2024-01-14 06:00:00,4,1068.12,1.72,56.21,20.56,41.48,65.17,71.32,8.49
1705215600,2024-01-14 07:00:00,4,1081.47,4.53,56.21,19.49,43.87,62.28,68.64,9.5
1705219200,2024-01-14 08:00:00,4,1081.47,3.8,59.63,15.2,45.3,61.58,68.68,10.13
1705222800,2024-01-14 09:00:00,4,1054.76,2.15,59.63,14.84,42.92,60.89,68.76,10.39
1705226400,2024-01-14 10:00:00,4,1068.12,1.13,58.95,15.38,39.1,62.42,71.29,10.64
1705230000,2024-01-14 11:00:00,4,1134.87,0.75,61.69,11.98,36.24,66.82,76.8,11.02
1705233600,2024-01-14 12:00:00,4,1134.87,0.4,58.26,15.56,31.47,66.41,76.98,10.51
1705237200,2024-01-14 13:00:00,4,1068.12,0.08,50.04,24.68,26.46,60.9,70.98,8.99
1705240800,2024-01-14 14:00:00,4,1028.06,0.04,45.93,28.25,24.8,61.86,72.91,8.74
1705244400,2024-01-14 15:00:00,4,1028.06,0.02,44.55,30.76,24.8,67.34,80.56,8.87
1705248000,2024-01-14 16:00:00,4,1081.47,0.04,46.61,28.61,24.32,72.28,86.84,9.25
1705251600,2024-01-14 17:00:00,5,1148.22,0.12,49.35,21.64,23.6,75.68,90.94,10.26
1705255200,2024-01-14 18:00:00,5,1241.68,0.59,54.15,12.34,26.94,81.91,98.96,12.92
1705258800,2024-01-14 19:00:00,5,1441.96,4.92,59.63,2.06,35.76,96.89,116.91,22.55
1705262400,2024-01-14 20:00:00,5,1762.39,17.66,59.63,0.01,50.54,120.53,143.4,40.02
1705266000,2024-01-14 21:00:00,5,2109.53,30.85,60.32,0,67.71,146.12,169.57,59.28
1705269600,2024-01-14 22:00:00,5,2456.67,42.92,61.01,0,79.15,168.72,192.39,73.97
1705273200,2024-01-14 23:00:00,5,2803.8,55.88,56.89,0,78.2,190.8,213.8,72.96
1705276800,2024-01-15 00:00:00,5,3791.81,83.15,51.41,0,72.48,234.08,257.71,58.77
1705280400,2024-01-15 01:00:00,5,5233.76,125.17,45.24,0.35,58.17,272.88,298.21,30.91
1705284000,2024-01-15 02:00:00,5,6141.66,148.42,42.5,1.68,52.93,276.55,305.61,22.55
1705287600,2024-01-15 03:00:00,5,5554.2,125.17,47.3,3.89,48.16,238.68,269.44,23.31
1705291200,2024-01-15 04:00:00,4,1001.36,9.72,39.76,55.79,34.81,59.22,71.41,5.7
1705294800,2024-01-15 05:00:00,3,654.22,4.58,26.05,80.11,25.99,42.88,52.48,5.51
1705298400,2024-01-15 06:00:00,3,567.44,3.13,20.05,95.84,20.5,36.91,44.87,5.83
1705302000,2024-01-15 07:00:00,3,534.06,2.51,18.16,103,19.07,30.71,37.12,6.08
1705305600,2024-01-15 08:00:00,3,554.08,2.57,20.73,98.71,20.98,26.65,32.51,6.9
1705309200,2024-01-15 09:00:00,2,594.14,2.21,23.31,90.12,21.46,24.17,30.25,7.6
1705312800,2024-01-15 10:00:00,3,700.95,1.44,31.87,71.53,25.03,25.14,33.07,9.5
1705316400,2024-01-15 11:00:00,3,854.49,0.11,44.55,49.35,30.28,31.59,43.52,12.92
1705320000,2024-01-15 12:00:00,3,934.6,0.02,49.35,36.12,31.95,38.26,54,13.68
1705323600,2024-01-15 13:00:00,3,1108.17,0.12,52.78,25.75,30.99,49.25,69.07,13.3
1705327200,2024-01-15 14:00:00,4,1361.85,0.66,57.58,13.77,30.52,64.16,88.43,12.92
1705330800,2024-01-15 15:00:00,5,1588.82,2.88,61.01,4.78,31.47,79.51,107.59,13.68
1705334400,2024-01-15 16:00:00,5,1735.69,7.71,59.63,0.85,30.99,89.98,119.7,14.06
1705338000,2024-01-15 17:00:00,5,1708.98,10.39,57.58,0.27,28.13,89.93,118.19,12.92
1705341600,2024-01-15 18:00:00,5,1628.88,10.51,55.52,0.21,26.7,91.13,119.04,13.05
1705345200,2024-01-15 19:00:00,5,1602.17,11.4,54.15,0.12,26.7,95.06,123.09,13.55
1705348800,2024-01-15 20:00:00,5,1588.82,12.74,53.47,0.08,27.89,100.1,128.42,13.93
1705352400,2024-01-15 21:00:00,5,1588.82,13.63,52.78,0.07,28.85,103.79,132.21,14.06
1705356000,2024-01-15 22:00:00,5,1548.77,13.63,52.78,0.09,29.56,104.64,132.25,13.55
1705359600,2024-01-15 23:00:00,5,1495.36,13.52,54.15,0.11,31.95,100.89,126.09,12.54
1705363200,2024-01-16 00:00:00,5,1575.47,15.65,59.63,0.12,39.58,97.75,121.89,12.54
1705366800,2024-01-16 01:00:00,5,1468.66,12.29,64.43,0.95,45.78,77.43,97.49,10.51
1705370400,2024-01-16 02:00:00,4,1375.2,11.29,62.38,3.49,44.82,64.93,82.2,9.5
1705374000,2024-01-16 03:00:00,4,1188.28,7.15,61.01,9.48,43.39,58.85,75.5,8.87
1705377600,2024-01-16 04:00:00,4,988.01,1.87,56.21,22.89,38.62,52.75,67.29,7.41
1705381200,2024-01-16 05:00:00,3,841.14,0.52,45.24,42.92,33.38,48.28,60.56,6.4
1705384800,2024-01-16 06:00:00,3,761.03,0.41,37.36,57.94,29.33,49.27,61.78,5.76
1705388400,2024-01-16 07:00:00,4,741,0.96,35.3,65.09,27.18,52.43,65.69,5.89
1705392000,2024-01-16 08:00:00,4,707.63,1.42,32.9,70.1,26.46,53.66,69.07,6.27
1705395600,2024-01-16 09:00:00,4,674.25,1.2,30.85,74.39,24.32,52.6,69.69,6.33
1705399200,2024-01-16 10:00:00,4,741,0.61,34.62,71.53,25.51,55.87,75.4,7.16
1705402800,2024-01-16 11:00:00,4,894.55,0.04,44.55,58.65,29.33,61.94,83.42,8.99
1705406400,2024-01-16 12:00:00,4,974.66,0,48.67,51.5,30.99,66.22,88.56,9.37
1705410000,2024-01-16 13:00:00,4,1014.71,0,47.98,49.35,30.99,68.55,92.86,8.99
1705413600,2024-01-16 14:00:00,4,1014.71,0,46.61,47.21,30.04,69.4,96.03,8.87
1705417200,2024-01-16 15:00:00,4,1041.41,0,46.61,43.63,29.8,70.69,98.19,9.12
